t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
1.0,1,96,91,135.1,0.0,0.0,2155.96,2155.96,4956.8,1,80,6,1,57.593857,16
1.0,1,96,91,135.1,0.0,0.0,2155.96,2155.96,4956.8,1,80,6,1,57.593857,16
2.0,1,96,91,137.66,0.0,0.0,2248.55,2248.55,4913.6,1,80,6,1,57.593857,16
2.0,1,96,91,137.66,0.0,0.0,2248.55,2248.55,4913.6,1,80,6,1,57.593857,16
3.0,1,96,91,145.04,0.0,0.0,2180.47,2180.47,4870.400000000001,1,80,6,1,57.593857,16
3.0,1,96,91,145.04,0.0,0.0,2180.47,2180.47,4870.400000000001,1,80,6,1,57.593857,16
4.0,1,96,91,142.62,0.0,0.0,2132.28,2132.28,4827.200000000001,1,80,6,1,57.593857,16
4.0,1,96,91,142.62,0.0,0.0,2132.28,2132.28,4827.200000000001,1,80,6,1,57.593857,16
5.0,1,96,91,146.18,0.0,0.0,2214.15,2214.15,4784.000000000001,1,80,6,1,57.593857,16
5.0,1,96,91,146.18,0.0,0.0,2214.15,2214.15,4784.000000000001,1,80,6,1,57.593857,16
6.0,1,96,91,142.59,0.0,0.0,2114.53,2114.53,4740.800000000001,1,80,6,1,57.593857,16
6.0,1,96,91,142.59,0.0,0.0,2114.53,2114.53,4740.800000000001,1,80,6,1,57.593857,16
7.0,1,96,91,133.12,0.0,0.0,2127.05,2127.05,4697.600000000001,1,80,6,1,57.593857,16
7.0,1,96,91,133.12,0.0,0.0,2127.05,2127.05,4697.600000000001,1,80,6,1,57.593857,16
8.0,1,96,91,134.1,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,57.593857,16
8.0,1,96,91,134.1,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,57.593857,16
9.0,1,96,91,142.13,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,57.593857,16
9.0,1,96,91,142.13,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,57.593857,16
10.0,1,96,91,145.51,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,1,57.593857,16
10.0,1,96,91,145.51,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,1,57.593857,16
11.0,1,96,91,314.2,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,1,84.381697,16
11.0,1,96,91,314.2,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,1,84.381697,16
12.0,1,96,91,135.97,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,1,57.593857,16
12.0,1,96,91,135.97,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,1,57.593857,16
13.0,1,96,91,140.12,131.95,10917.73,6461.65,17511.33,4438.400000000002,1,80,6,1,76.345345,16
13.0,1,96,91,140.12,131.95,10917.73,6461.65,17511.33,4438.400000000002,1,80,6,1,76.345345,16
14.0,1,96,91,133.11,125.98,10981.93,6560.89,17668.8,4395.200000000003,1,80,6,1,76.345345,16
14.0,1,96,91,133.11,125.98,10981.93,6560.89,17668.8,4395.200000000003,1,80,6,1,76.345345,16
15.0,1,96,91,143.37,137.3,10696.14,6868.51,17701.95,4352.000000000003,1,80,6,1,76.345345,16
15.0,1,96,91,143.37,137.3,10696.14,6868.51,17701.95,4352.000000000003,1,80,6,1,76.345345,16
16.0,1,96,91,142.07,128.55,11291.74,7074.1,18494.39,4308.800000000003,1,80,6,1,76.345345,16
16.0,1,96,91,142.07,128.55,11291.74,7074.1,18494.39,4308.800000000003,1,80,6,1,76.345345,16
17.0,1,96,91,144.53,135.48,10440.28,7124.24,17700.0,4265.600000000003,1,80,6,1,76.345345,16
17.0,1,96,91,144.53,135.48,10440.28,7124.24,17700.0,4265.600000000003,1,80,6,1,76.345345,16
18.0,1,96,91,145.07,125.88,10707.87,7129.24,17963.0,4222.400000000003,1,80,6,1,76.345345,16
18.0,1,96,91,145.07,125.88,10707.87,7129.24,17963.0,4222.400000000003,1,80,6,1,76.345345,16
19.0,1,96,91,134.26,133.46,11289.11,7033.88,18456.45,4179.2000000000035,1,80,6,1,76.345345,16
19.0,1,96,91,134.26,133.46,11289.11,7033.88,18456.45,4179.2000000000035,1,80,6,1,76.345345,16
20.0,1,96,91,142.6,134.77,10623.03,6492.6,17250.4,4136.000000000004,1,80,6,1,76.345345,16
20.0,1,96,91,142.6,134.77,10623.03,6492.6,17250.4,4136.000000000004,1,80,6,1,76.345345,16
21.0,1,96,91,145.75,130.28,10826.13,6740.42,17696.83,4092.800000000004,1,80,6,1,76.345345,16
21.0,1,96,91,145.75,130.28,10826.13,6740.42,17696.83,4092.800000000004,1,80,6,1,76.345345,16
22.0,1,96,91,136.41,132.17,10462.22,7076.38,17670.76,4049.600000000004,1,80,6,1,76.345345,16
22.0,1,96,91,136.41,132.17,10462.22,7076.38,17670.76,4049.600000000004,1,80,6,1,76.345345,16
23.0,1,96,91,136.99,127.11,11013.54,6780.56,17921.21,4006.400000000004,1,80,6,1,76.345345,16
23.0,1,96,91,136.99,127.11,11013.54,6780.56,17921.21,4006.400000000004,1,80,6,1,76.345345,16
24.0,5,96,91,138.86,130.55,11059.98,6524.0,17714.53,4956.8,1,80,6,1,76.345345,16
24.0,5,96,91,138.86,130.55,11059.98,6524.0,17714.53,4956.8,1,80,6,1,76.345345,16
25.0,5,96,91,136.74,136.93,10260.55,6492.3,16889.78,4913.6,1,80,6,1,76.345345,16
25.0,5,96,91,136.74,136.93,10260.55,6492.3,16889.78,4913.6,1,80,6,1,76.345345,16
26.0,5,96,91,143.91,126.87,10254.16,6858.73,17239.75,4870.400000000001,1,80,6,1,76.345345,16
26.0,5,96,91,143.91,126.87,10254.16,6858.73,17239.75,4870.400000000001,1,80,6,1,76.345345,16
27.0,5,96,91,140.32,128.31,10895.61,6720.5,17744.43,4827.200000000001,1,80,6,1,76.345345,16
27.0,5,96,91,140.32,128.31,10895.61,6720.5,17744.43,4827.200000000001,1,80,6,1,76.345345,16
28.0,5,96,91,140.03,127.65,10692.69,6491.17,17311.51,4784.000000000001,1,80,6,1,76.345345,16
28.0,5,96,91,140.03,127.65,10692.69,6491.17,17311.51,4784.000000000001,1,80,6,1,76.345345,16
29.0,5,96,91,146.43,131.61,11008.66,7017.63,18157.9,4740.800000000001,1,80,6,1,76.345345,16
29.0,5,96,91,146.43,131.61,11008.66,7017.63,18157.9,4740.800000000001,1,80,6,1,76.345345,16
30.0,5,96,91,144.96,134.76,10493.32,7094.68,17722.76,4697.600000000001,1,80,6,1,76.345345,16
30.0,5,96,91,144.96,134.76,10493.32,7094.68,17722.76,4697.600000000001,1,80,6,1,76.345345,16
31.0,5,96,91,145.06,134.91,10542.22,6661.49,17338.61,4654.4000000000015,1,80,6,1,76.345345,16
31.0,5,96,91,145.06,134.91,10542.22,6661.49,17338.61,4654.4000000000015,1,80,6,1,76.345345,16
