t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
1.0,1,99,94,137.42,0.0,0.0,0.0,0.0,4956.8,1,80,6,1,57.593857,16
1.0,1,99,94,137.42,0.0,0.0,0.0,0.0,4956.8,1,80,6,1,57.593857,16
2.0,1,99,94,140.1,0.0,0.0,0.0,0.0,4913.6,1,80,6,1,57.593857,16
2.0,1,99,94,140.1,0.0,0.0,0.0,0.0,4913.6,1,80,6,1,57.593857,16
3.0,1,99,94,137.96,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,1,57.593857,16
3.0,1,99,94,137.96,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,1,57.593857,16
4.0,1,99,94,134.33,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,1,57.593857,16
4.0,1,99,94,134.33,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,1,57.593857,16
5.0,1,99,94,133.33,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,1,57.593857,16
5.0,1,99,94,133.33,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,1,57.593857,16
6.0,1,99,94,144.29,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,1,57.593857,16
6.0,1,99,94,144.29,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,1,57.593857,16
7.0,1,99,94,145.07,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,1,57.593857,16
7.0,1,99,94,145.07,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,1,57.593857,16
8.0,1,99,94,139.26,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,57.593857,16
8.0,1,99,94,139.26,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,57.593857,16
9.0,1,99,94,137.51,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,57.593857,16
9.0,1,99,94,137.51,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,57.593857,16
10.0,1,99,94,141.01,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,1,57.593857,16
10.0,1,99,94,141.01,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,1,57.593857,16
11.0,1,99,94,141.32,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,1,57.593857,16
11.0,1,99,94,141.32,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,1,57.593857,16
12.0,1,99,94,145.94,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,1,57.593857,16
12.0,1,99,94,145.94,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,1,57.593857,16
13.0,1,99,94,137.66,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,1,57.593857,16
13.0,1,99,94,137.66,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,1,57.593857,16
14.0,1,99,94,142.98,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,1,57.593857,16
14.0,1,99,94,142.98,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,1,57.593857,16
15.0,1,99,94,143.63,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,1,57.593857,16
15.0,1,99,94,143.63,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,1,57.593857,16
16.0,1,99,94,134.23,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,1,57.593857,16
16.0,1,99,94,134.23,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,1,57.593857,16
17.0,1,99,94,145.33,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,1,57.593857,16
17.0,1,99,94,145.33,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,1,57.593857,16
