t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
1.0,2,94,48,42.66,0.0,0.0,0.0,0.0,4956.8,1,80,6,0,0.0,0
1.0,2,94,48,42.66,0.0,0.0,0.0,0.0,4956.8,1,80,6,0,0.0,0
2.0,2,94,48,40.76,0.0,0.0,0.0,0.0,4913.6,1,80,6,0,0.0,0
2.0,2,94,48,40.76,0.0,0.0,0.0,0.0,4913.6,1,80,6,0,0.0,0
3.0,2,94,48,42.14,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,0,0.0,0
3.0,2,94,48,42.14,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,0,0.0,0
4.0,2,94,48,43.17,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,0,0.0,0
4.0,2,94,48,43.17,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,0,0.0,0
5.0,2,94,48,41.73,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,0,0.0,0
5.0,2,94,48,41.73,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,0,0.0,0
6.0,2,94,48,39.94,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,0,0.0,0
6.0,2,94,48,39.94,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,0,0.0,0
7.0,2,94,48,40.99,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,0,0.0,0
7.0,2,94,48,40.99,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,0,0.0,0
8.0,2,94,48,41.63,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,0,0.0,0
8.0,2,94,48,41.63,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,0,0.0,0
9.0,2,94,48,39.59,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,0,0.0,0
9.0,2,94,48,39.59,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,0,0.0,0
10.0,2,94,48,42.34,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,0,0.0,0
10.0,2,94,48,42.34,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,0,0.0,0
11.0,2,94,48,43.08,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,0,0.0,0
11.0,2,94,48,43.08,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,0,0.0,0
12.0,2,94,48,40.16,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,0,0.0,0
12.0,2,94,48,40.16,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,0,0.0,0
13.0,2,94,48,41.48,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,0,0.0,0
13.0,2,94,48,41.48,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,0,0.0,0
14.0,2,94,48,40.22,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,0,0.0,0
14.0,2,94,48,40.22,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,0,0.0,0
15.0,2,94,48,50.51,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,0,0.0,0
15.0,2,94,48,50.51,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,0,0.0,0
16.0,2,94,48,49.51,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,0,0.0,0
16.0,2,94,48,49.51,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,0,0.0,0
17.0,2,94,48,53.47,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,0,0.0,0
17.0,2,94,48,53.47,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,0,0.0,0
18.0,2,94,48,50.6,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,0,0.0,0
18.0,2,94,48,50.6,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,0,0.0,0
19.0,2,94,48,52.73,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,0,0.0,0
19.0,6,107,45,22.84,0.0,0.0,0.0,0.0,4956.8,1,80,6,0,0.0,0
19.0,2,94,48,52.73,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,0,0.0,0
19.0,6,107,45,22.84,0.0,0.0,0.0,0.0,4956.8,1,80,6,0,0.0,0
20.0,2,94,48,49.2,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,0,0.0,0
20.0,6,107,45,22.42,0.0,0.0,0.0,0.0,4913.6,1,80,6,0,0.0,0
20.0,2,94,48,49.2,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,0,0.0,0
20.0,6,107,45,22.42,0.0,0.0,0.0,0.0,4913.6,1,80,6,0,0.0,0
21.0,2,94,48,52.26,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,0,0.0,0
21.0,6,107,45,22.66,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,0,0.0,0
21.0,2,94,48,52.26,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,0,0.0,0
21.0,6,107,45,22.66,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,0,0.0,0
22.0,2,94,48,52.91,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,0,0.0,0
22.0,6,107,45,22.46,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,0,0.0,0
22.0,2,94,48,52.91,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,0,0.0,0
22.0,6,107,45,22.46,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,0,0.0,0
23.0,2,94,48,50.3,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,0,0.0,0
23.0,6,107,45,23.01,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,0,0.0,0
23.0,2,94,48,50.3,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,0,0.0,0
23.0,6,107,45,23.01,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,0,0.0,0
24.0,2,94,48,49.45,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,0,0.0,0
24.0,6,107,45,22.82,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,0,0.0,0
24.0,7,99,48,235.54,0.0,0.0,0.0,0.0,4956.8,1,80,6,1,76.91937,16
24.0,2,94,48,49.45,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,0,0.0,0
24.0,6,107,45,22.82,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,0,0.0,0
24.0,7,99,48,235.54,0.0,0.0,0.0,0.0,4956.8,1,80,6,1,76.91937,16
25.0,2,94,48,50.16,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,0,0.0,0
25.0,6,107,45,21.38,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,0,0.0,0
25.0,7,99,48,251.08,0.0,0.0,0.0,0.0,4913.6,1,80,6,1,76.91937,16
25.0,2,94,48,50.16,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,0,0.0,0
25.0,6,107,45,21.38,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,0,0.0,0
25.0,7,99,48,251.08,0.0,0.0,0.0,0.0,4913.6,1,80,6,1,76.91937,16
26.0,2,94,48,51.6,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,0,0.0,0
26.0,6,107,45,21.31,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,0,0.0,0
26.0,7,99,48,254.3,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,1,76.91937,16
26.0,2,94,48,51.6,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,0,0.0,0
26.0,6,107,45,21.31,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,0,0.0,0
26.0,7,99,48,254.3,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,1,76.91937,16
27.0,2,94,48,52.85,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,0,0.0,0
27.0,6,107,45,21.91,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,0,0.0,0
27.0,7,99,48,237.65,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,1,76.91937,16
27.0,2,94,48,52.85,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,0,0.0,0
27.0,6,107,45,21.91,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,0,0.0,0
27.0,7,99,48,237.65,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,1,76.91937,16
28.0,2,94,48,50.42,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,0,0.0,0
28.0,6,107,45,22.84,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,0,0.0,0
28.0,7,99,48,246.57,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,1,76.91937,16
28.0,2,94,48,50.42,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,0,0.0,0
28.0,6,107,45,22.84,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,0,0.0,0
28.0,7,99,48,246.57,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,1,76.91937,16
29.0,2,94,48,52.06,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,0,0.0,0
29.0,6,107,45,22.55,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,0,0.0,0
29.0,7,99,48,248.41,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,1,76.91937,16
29.0,2,94,48,52.06,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,0,0.0,0
29.0,6,107,45,22.55,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,0,0.0,0
29.0,7,99,48,248.41,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,1,76.91937,16
30.0,2,94,48,48.93,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,0,0.0,0
30.0,6,107,45,21.55,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,0,0.0,0
30.0,7,99,48,251.09,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,1,76.91937,16
30.0,2,94,48,48.93,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,0,0.0,0
30.0,6,107,45,21.55,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,0,0.0,0
30.0,7,99,48,251.09,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,1,76.91937,16
31.0,2,94,48,49.05,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,0,0.0,0
31.0,6,107,45,21.85,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,0,0.0,0
31.0,7,99,48,240.23,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,76.91937,16
31.0,2,94,48,49.05,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,0,0.0,0
31.0,6,107,45,21.85,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,0,0.0,0
31.0,7,99,48,240.23,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,76.91937,16
32.0,2,94,48,49.51,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,0,0.0,0
32.0,6,107,45,21.52,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,0,0.0,0
32.0,7,99,48,245.74,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,76.91937,16
32.0,2,94,48,49.51,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,0,0.0,0
