t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
1.0,1,102,93,106.53,0.0,0.0,0.0,0.0,4956.8,1,80,6,1,49.748846,16
1.0,1,102,93,106.53,0.0,0.0,0.0,0.0,4956.8,1,80,6,1,49.748846,16
2.0,1,102,93,99.43,0.0,0.0,0.0,0.0,4913.6,1,80,6,1,49.748846,16
2.0,1,102,93,99.43,0.0,0.0,0.0,0.0,4913.6,1,80,6,1,49.748846,16
3.0,1,102,93,101.67,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,1,49.748846,16
3.0,1,102,93,101.67,0.0,0.0,0.0,0.0,4870.400000000001,1,80,6,1,49.748846,16
4.0,1,102,93,101.71,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,1,49.748846,16
4.0,1,102,93,101.71,0.0,0.0,0.0,0.0,4827.200000000001,1,80,6,1,49.748846,16
5.0,1,102,93,102.49,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,1,49.748846,16
5.0,1,102,93,102.49,0.0,0.0,0.0,0.0,4784.000000000001,1,80,6,1,49.748846,16
6.0,1,102,93,102.96,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,1,49.748846,16
6.0,1,102,93,102.96,0.0,0.0,0.0,0.0,4740.800000000001,1,80,6,1,49.748846,16
7.0,1,102,93,98.21,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,1,49.748846,16
7.0,1,102,93,98.21,0.0,0.0,0.0,0.0,4697.600000000001,1,80,6,1,49.748846,16
8.0,1,102,93,105.51,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,49.748846,16
8.0,1,102,93,105.51,0.0,0.0,0.0,0.0,4654.4000000000015,1,80,6,1,49.748846,16
9.0,1,102,93,100.12,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,49.748846,16
9.0,1,102,93,100.12,0.0,0.0,0.0,0.0,4611.200000000002,1,80,6,1,49.748846,16
10.0,1,102,93,105.89,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,1,49.748846,16
10.0,1,102,93,105.89,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,1,49.748846,16
11.0,1,102,93,100.21,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,1,49.748846,16
11.0,1,102,93,100.21,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,1,49.748846,16
12.0,1,102,93,101.84,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,1,49.748846,16
12.0,1,102,93,101.84,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,1,49.748846,16
13.0,1,102,93,102.17,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,1,49.748846,16
13.0,1,102,93,102.17,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,1,49.748846,16
14.0,1,102,93,104.94,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,1,49.748846,16
14.0,1,102,93,104.94,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,1,49.748846,16
15.0,1,102,93,98.18,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,1,49.748846,16
15.0,1,102,93,98.18,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,1,49.748846,16
16.0,1,102,93,99.07,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,1,49.748846,16
16.0,1,102,93,99.07,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,1,49.748846,16
17.0,1,102,93,107.54,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,1,49.748846,16
17.0,1,102,93,107.54,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,1,49.748846,16
18.0,1,102,93,104.09,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,1,49.748846,16
18.0,1,102,93,104.09,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,1,49.748846,16
19.0,1,102,93,106.73,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,1,49.748846,16
